Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","356","India","5922","Export value","23993.03","Eggs, dried","2021","2021","1000 USD","27675","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.03","Eggs, dried","2022","2022","t","9243.3","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.03","Eggs, dried","2022","2022","1000 USD","50147","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.03","Eggs, dried","2023","2023","t","8805.73","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.03","Eggs, dried","2023","2023","1000 USD","57361","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.02","Eggs, liquid","2000","2000","t","4539","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.02","Eggs, liquid","2000","2000","1000 USD","6620","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.02","Eggs, liquid","2001","2001","t","8924","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.02","Eggs, liquid","2001","2001","1000 USD","11831","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.02","Eggs, liquid","2002","2002","t","12426","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.02","Eggs, liquid","2002","2002","1000 USD","13608","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.02","Eggs, liquid","2003","2003","t","6969","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.02","Eggs, liquid","2003","2003","1000 USD","12675","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.02","Eggs, liquid","2004","2004","t","3248","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.02","Eggs, liquid","2004","2004","1000 USD","13281","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.02","Eggs, liquid","2005","2005","t","1500","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.02","Eggs, liquid","2005","2005","1000 USD","2423","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.02","Eggs, liquid","2006","2006","t","61","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.02","Eggs, liquid","2006","2006","1000 USD","141","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.02","Eggs, liquid","2007","2007","t","351","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.02","Eggs, liquid","2007","2007","1000 USD","652","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.02","Eggs, liquid","2008","2008","t","283","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.02","Eggs, liquid","2008","2008","1000 USD","839","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.02","Eggs, liquid","2009","2009","t","523","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","356","India","5922","Export value","23993.02","Eggs, liquid","2009","2009","1000 USD","791","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.02","Eggs, liquid","2010","2010","t","600","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","356","India","5922","Export value","23993.02","Eggs, liquid","2010","2010","1000 USD","1070","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.02","Eggs, liquid","2011","2011","t","443","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.02","Eggs, liquid","2011","2011","1000 USD","914","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.02","Eggs, liquid","2012","2012","t","1693","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.02","Eggs, liquid","2012","2012","1000 USD","3080","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.02","Eggs, liquid","2013","2013","t","1304","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.02","Eggs, liquid","2013","2013","1000 USD","2404","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.02","Eggs, liquid","2014","2014","t","1804.82","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.02","Eggs, liquid","2014","2014","1000 USD","3127","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.02","Eggs, liquid","2015","2015","t","1541.24","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.02","Eggs, liquid","2015","2015","1000 USD","3511","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.02","Eggs, liquid","2016","2016","t","1693.2","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.02","Eggs, liquid","2016","2016","1000 USD","2910","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.02","Eggs, liquid","2017","2017","t","1049.33","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.02","Eggs, liquid","2017","2017","1000 USD","2108","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.02","Eggs, liquid","2018","2018","t","1943.56","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.02","Eggs, liquid","2018","2018","1000 USD","4736","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.02","Eggs, liquid","2019","2019","t","1019.77","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.02","Eggs, liquid","2019","2019","1000 USD","1982","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.02","Eggs, liquid","2020","2020","t","1543.09","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.02","Eggs, liquid","2020","2020","1000 USD","3131","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.02","Eggs, liquid","2021","2021","t","1246.7","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.02","Eggs, liquid","2021","2021","1000 USD","2452","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.02","Eggs, liquid","2022","2022","t","2436.6","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.02","Eggs, liquid","2022","2022","1000 USD","5044","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.02","Eggs, liquid","2023","2023","t","2600.92","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.02","Eggs, liquid","2023","2023","1000 USD","6084","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","35410.90","Essential oils n.e.c.","2000","2000","t","7622","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","35410.90","Essential oils n.e.c.","2000","2000","1000 USD","62748","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","35410.90","Essential oils n.e.c.","2001","2001","t","4941","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","35410.90","Essential oils n.e.c.","2001","2001","1000 USD","53612","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","35410.90","Essential oils n.e.c.","2002","2002","t","6911","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","35410.90","Essential oils n.e.c.","2002","2002","1000 USD","66839","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","35410.90","Essential oils n.e.c.","2003","2003","t","8778","A","Official figure",""
